ダウンロードした時刻：2021/05/16 23:42:51

,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田
2021年3月31日,14.3,24.5,7.3,--,11.2,--,2.6,950.2,50,
2021年4月1日,13.5,22.1,6.7,--,10.6,--,1.8,958.0,57,
2021年4月2日,15.2,21.9,10.3,--,7.7,--,2.5,962.5,50,
2021年4月3日,13.9,20.8,8.1,--,7.8,--,2.4,959.1,65,
2021年4月4日,12.7,14.6,11.6,24.0,0.0,--,1.9,951.8,84,
2021年4月5日,11.6,17.0,5.2,0.0,1.9,--,3.1,949.5,73,
2021年4月6日,9.4,19.2,1.0,0.0,8.6,--,2.6,954.3,60,
2021年4月7日,12.0,19.6,6.6,0.0,10.7,--,2.9,951.3,51,
2021年4月8日,10.2,17.0,3.4,0.0,9.9,--,2.8,952.4,48,
2021年4月9日,8.6,16.2,3.0,--,11.9,--,4.1,956.7,43,
2021年4月10日,8.1,17.4,1.6,--,11.1,--,2.4,965.4,49,
2021年4月11日,9.9,19.0,2.3,--,11.0,--,2.5,968.9,59,
2021年4月12日,12.4,19.9,5.2,--,9.6,--,2.7,967.2,59,
2021年4月13日,11.9,14.1,9.6,10.0,0.0,--,2.6,956.7,82,
2021年4月14日,14.3,22.0,5.7,4.5,6.1,--,3.4,946.0,75,
2021年4月15日,10.0,18.3,3.5,--,10.1,--,2.8,957.1,59,
2021年4月16日,10.1,16.6,4.5,0.0,1.3,--,2.0,962.3,74,
2021年4月17日,10.3,11.8,9.1,42.0,0.0,--,1.0,953.2,97,
2021年4月18日,8.6,11.5,5.6,1.5,9.3,--,5.6,943.8,63,
2021年4月19日,10.5,18.6,2.3,--,12.2,--,2.7,950.2,50,
2021年4月20日,13.6,24.3,3.5,--,12.1,--,3.2,955.2,49,
2021年4月21日,15.0,25.1,5.8,--,12.4,--,1.8,958.0,40,
2021年4月22日,14.9,24.0,5.5,--,12.3,--,3.7,958.3,29,
2021年4月23日,13.6,24.9,5.2,--,12.1,--,2.4,958.3,47,
2021年4月24日,14.2,21.7,7.6,--,9.8,--,2.6,957.5,66,
2021年4月25日,13.2,22.7,6.7,0.0,6.2,--,2.6,951.2,61,
2021年4月26日,10.4,18.7,3.2,--,12.5,--,3.5,955.3,40,
2021年4月27日,11.4,20.4,2.5,--,11.4,--,2.9,960.9,57,
2021年4月28日,11.4,13.9,7.6,5.0,0.0,--,1.7,959.8,86,
2021年4月29日,12.9,14.4,11.4,58.5,0.0,--,3.0,947.6,92,
2021年4月30日,13.9,21.3,8.7,1.5,9.1,--,4.3,944.3,63,
2021年5月1日,11.7,17.6,5.7,10.5,0.7,--,2.7,944.8,77,
2021年5月2日,9.5,13.4,5.0,4.0,1.7,--,3.5,943.0,78,
2021年5月3日,9.5,16.9,2.4,0.0,8.5,--,2.6,953.9,66,
2021年5月4日,13.9,25.4,3.6,--,11.9,--,2.4,956.9,51,
2021年5月5日,13.4,16.1,10.2,34.0,0.2,--,2.6,956.5,83,
2021年5月6日,18.2,27.2,12.6,2.5,10.0,--,2.2,954.7,66,
2021年5月7日,12.1,16.4,9.1,3.5,0.1,--,1.4,952.4,82,
2021年5月8日,16.4,24.4,8.4,0.0,4.7,--,2.4,947.3,58,
2021年5月9日,17.0,22.9,10.5,0.0,6.5,--,4.1,945.5,50,
2021年5月10日,14.5,23.9,5.9,0.5,9.2,--,3.3,950.5,46,
2021年5月11日,15.5,22.1,11.6,2.0,4.6,--,2.5,953.4,69,
2021年5月12日,13.9,19.1,8.8,0.0,3.3,--,1.8,957.7,68,
2021年5月13日,17.9,27.3,11.4,0.5,6.7,--,1.4,952.6,70,
2021年5月14日,20.4,28.9,13.1,--,12.1,--,2.0,952.3,69,
2021年5月15日,20.9,27.6,16.5,--,9.2,--,3.5,955.9,63,
